UF;Município;Registro;Protocolo;COBRADE;Status;População;DH_Mortos;DH_Feridos;DH_Enfermos;DH_Desabrigados;DH_Desalojados;DH_Desaparecidos;DH_Outros Afetados;DM_Unidades Habitacionais Danificadas;DM_Unidades Habitacionais Destruídas;DM_Unidades Habitacionais Valor;DM_Instalações públicas de saúde Danificadas;DM_Instalações públicas de saúde Destruídas;DM_Instalações públicas de saúde Valor;DM_Instalações públicas de ensino Danificadas;DM_Instalações públicas de ensino Destruídas;DM_Instalações públicas de ensino Valor;DM_Instalações públicas prestadoras de outros serviços Danificadas;DM_Instalações públicas prestadoras de outros serviços Destruídas;DM_Instalações públicas prestadoras de outros serviços Valor;DM_Instalações públicas de uso comunitário Danificadas;DM_Instalações públicas de uso comunitário Destruídas;DM_Instalações públicas de uso comunitário Valor;DM_Obras de infraestrutura pública Danificadas;DM_Obras de infraestrutura pública Destruídas;DM_Obras de infraestrutura pública Valor;DA_Poluição ou contaminação da água;DA_Poluição ou contaminação do ar;DA_Poluição ou contaminação do solo;DA_Diminuição ou exaurimento hídrico;DA_Incêndios em parques, APA's ou APP's;PEPL_Assistência médica, saúde pública e atendimento de emergências médicas (R$);PEPL_Abastecimento de água potável (R$);PEPL_Esgoto de águas pluviais e sistema de esgotos sanitários (R$);PEPL_Sistema de limpeza urbana e de recolhimento e destinação do lixo (R$);PEPL_Sistema de desinfestação/desinfecção do habitat/controle de pragas e vetores (R$);PEPL_Geração e distribuição de energia elétrica (R$);PEPL_Telecomunicações (R$);PEPL_Transportes locais, regionais e de longo curso (R$);PEPL_Distribuição de combustíveis, especialmente os de uso doméstico (R$);PEPL_Segurança pública (R$);PEPL_Ensino (R$);PEPR_Agricultura (R$);PEPR_Pecuária (R$);PEPR_Indústria (R$);PEPR_Comércio (R$);PEPR_Serviços (R$)
BA;Caturama;27/12/2021;BA-F-2907558-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;8847;0;0;0;0;0;0;5133;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;202519.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;750000.0;442000.0;0.0;0.0;0.0
BA;Coaraci;27/12/2021;BA-F-2908002-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;20964;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Cotegipe;27/12/2021;BA-F-2909406-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;13638;0;0;0;0;0;0;1500;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;100000.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Cravolândia;27/12/2021;BA-F-2909505-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;5042;0;0;0;0;0;0;3023;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;300000.0;0.0;0.0;0.0;150000.0;0.0;0.0;0.0;0.0;0.0;0.0;180000.0;460000.0;0.0;0.0;0.0
BA;Dário Meira;27/12/2021;BA-F-2910008-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;12841;0;0;0;284;1760;0;3046;5;1;356378.4;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;2;1;250636.05;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500000.0;0.0;0.0;1000000.0;1000000.0;0.0;0.0;0.0
BA;Dom Basílio;27/12/2021;BA-F-2910107-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;11355;0;0;0;0;0;0;12240;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;123220.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.4943333333E8;2357693.0;0.0;0.0;0.0
BA;Esplanada;27/12/2021;BA-F-2910602-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;33278;0;0;0;0;0;0;3000;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;100000.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Feira de Santana;27/12/2021;BA-F-2910800-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;556756;0;0;0;0;0;0;50800;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;500000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Firmino Alves;27/12/2021;BA-F-2910909-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;5385;0;0;0;8;72;0;540;0;20;1800000.0;0;0;0.0;2;0;200000.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;MAIS DE 20%;;;0.0;100000.0;100000.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Gandu;28/12/2021;BA-F-2911204-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;30329;0;0;0;0;0;0;3000;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Gongogi;28/12/2021;BA-F-2911501-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;8344;0;0;0;0;0;0;834;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Governador Mangabeira;28/12/2021;BA-F-2911600-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;19826;0;0;0;0;0;0;1800;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Ibicaraí;27/12/2021;BA-F-2912103-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;24241;0;0;0;5000;4000;0;500;350;150;1,725E+10;0;0;0.0;8;0;1000000.0;0;0;0.0;0;0;3000000.0;0;0;5400000.0;MAIS DE 20%;;;;;0.0;300000.0;150000.0;100000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Ibicuí;27/12/2021;BA-F-2912301-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;15786;0;0;0;0;0;0;1500;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Ibipeba;27/12/2021;BA-F-2912400-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Não reconhecido;17021;0;0;0;250;50;0;5000;50;150;1500000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2000000.0;100000.0;200000.0;100000.0;0.0
BA;Anagé;27/12/2021;BA-F-2901205-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;25500;0;0;0;0;0;0;12864;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;66500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3373594.0;2000000.0;0.0;0.0;0.0
BA;Angical;27/12/2021;BA-F-2901403-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;14073;0;0;240;0;0;0;4000;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;80000.0;100000.0;0.0;0.0;0.0;0.0;0.0;50000.0;0.0;0.0;0.0;1558632.0;5265040.0;200000.0;300000.0;60000.0
BA;Arataca;27/12/2021;BA-F-2902252-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;10403;0;0;0;0;0;0;2000;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Aurelino Leal;27/12/2021;BA-F-2902401-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;13599;208;10;76;1;0;954;0;0;50;4500000.0;5;0;500000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;200000.0;20000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80000.0;20000.0;0.0;0.0;0.0
BA;Barra do Choça;27/12/2021;BA-F-2902906-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;34788;0;0;0;0;0;0;12381;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;110000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3750344.0;0.0;0.0;0.0;0.0
BA;Barra do Rocha;27/12/2021;BA-F-2903102-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;6336;0;0;0;0;0;0;1500;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Belo Campo;27/12/2021;BA-F-2903508-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;16026;0;0;0;0;0;0;6500;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;93973.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5941600.0;3032400.0;0.0;0.0;0.0
BA;Brejões;27/12/2021;BA-F-2904308-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;14282;0;0;0;0;0;0;15000;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Brejolândia;28/12/2021;BA-F-2904407-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;11127;0;0;0;20;50;0;10000;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;100000.0;100000.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Buerarema;27/12/2021;BA-F-2904704-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;18622;0;0;0;0;0;0;1800;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Caatiba;27/12/2021;BA-F-2904803-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;11448;0;0;0;72;288;0;120;11;18;1956566.88;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;312230.25;MAIS DE 20%;;;;;160000.0;12000.0;270000.0;750000.0;0.0;0.0;0.0;34000.0;95000.0;48000.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Cachoeira;27/12/2021;BA-F-2904902-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;32035;0;0;0;0;0;0;3200;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;DE 10% A 20%;;;;;0.0;100000.0;100000.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Caetanos;27/12/2021;BA-F-2905156-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;13666;0;0;0;0;0;0;11408;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;180000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2015100.0;2721646.85;0.0;0.0;0.0
BA;Salvador;27/12/2021;BA-F-2927408-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;2676606;0;0;0;0;0;0;12240;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;123220.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.4943333E7;2357693.0;0.0;0.0;0.0
BA;Santa Cruz da Vitória;27/12/2021;BA-F-2927804-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;6673;0;0;0;30;70;0;0;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Santa Inês;27/12/2021;BA-F-2927903-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;10363;0;0;0;30;70;0;0;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Milagres;28/12/2021;BA-F-2921302-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;10306;0;0;0;120;360;0;9826;90;30;5435754.3;0;0;0.0;0;0;0.0;1;0;150000.0;0;0;0.0;2;1;4000000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Nazaré;28/12/2021;BA-F-2922508-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;27269;0;0;0;0;58;0;10000;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500000.0;0.0;0.0;0.0;0.0
BA;Nilo Peçanha;28/12/2021;BA-F-2922607-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;12530;0;0;0;20;50;0;10000;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500000.0;0.0;0.0;0.0;0.0
BA;Nova Canaã;28/12/2021;BA-F-2922706-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;16727;0;0;0;20;50;0;1000;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500000.0;0.0;0.0;0.0;0.0
BA;Pau Brasil;28/12/2021;BA-F-2923902-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;10853;0;0;0;50;100;0;20000;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500000.0;0.0;0.0;0.0;0.0
BA;Piraí do Norte;27/12/2021;BA-F-2924678-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;9835;0;0;0;30;70;0;0;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Poções;27/12/2021;BA-F-2925105-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;44760;0;0;0;60;180;0;2000;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500000.0;0.0;0.0;0.0;0.0
BA;Potiraguá;27/12/2021;BA-F-2925402-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;9829;0;0;0;30;70;0;0;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Presidente Jânio Quadros;27/12/2021;BA-F-2925709-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;13657;0;0;0;25;100;0;0;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500000.0;0.0;0.0;0.0;0.0
BA;Presidente Tancredo Neves;27/12/2021;BA-F-2925758-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;23857;0;0;0;100;150;0;20000;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500000.0;0.0;0.0;0.0;0.0
BA;Ribeirão do Largo;27/12/2021;BA-F-2926657-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;8573;0;0;0;35;111;0;0;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Rio de Contas;27/12/2021;BA-F-2926707-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;12979;0;0;0;50;100;0;5000;0;5;800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50000.0;0.0;0.0;0.0;0.0
BA;Santa Maria da Vitória;27/12/2021;BA-F-2928109-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;40316;0;0;0;30;70;0;0;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Santanópolis;27/12/2021;BA-F-2928307-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;8781;0;0;0;50;150;0;0;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500000.0;0.0;0.0;0.0;0.0
BA;São Félix;27/12/2021;BA-F-2929008-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;14099;0;0;0;30;70;0;0;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Sapeaçu;27/12/2021;BA-F-2929602-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;16597;0;0;0;30;70;0;0;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Tabocas do Brejo Velho;27/12/2021;BA-F-2930907-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;11428;0;0;0;30;70;0;0;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Tanhaçu;27/12/2021;BA-F-2931004-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;20022;0;0;0;0;185;0;13015;30;20;3150000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;85000.0;820000.0;250000.0;150000.0;0.0;0.0;1700000.0;0.0;0.0;0.0;2300000.0;550000.0;0.0;0.0;0.0
BA;Taperoá;28/12/2021;BA-F-2931202-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;18791;0;0;0;0;0;0;1800;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Ubaíra;27/12/2021;BA-F-2932101-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;19759;0;0;0;1090;660;0;9250;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Ubaitaba;28/12/2021;BA-F-2932200-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;20697;0;0;0;0;0;0;2000;0;20;1800.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Ubatã;28/12/2021;BA-F-2932309-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;25015;0;0;0;0;0;0;2400;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Uruçuca;27/12/2021;BA-F-2932705-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;19840;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Valença;27/12/2021;BA-F-2932903-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;88729;0;0;0;4000;7000;0;0;350;200;3.4E7;0;0;0.0;5;0;1.0E7;0;0;0.0;2;0;400000.0;50;73;1.5E7;MAIS DE 20%;;;;;0.0;2000000.0;7000000.0;400000.0;0.0;0.0;0.0;3000000.0;0.0;0.0;0.0;1.0E7;2.2E7;1.2E7;2000000.0;0.0
BA;Vitória da Conquista;27/12/2021;BA-F-2933307-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;306374;0;0;0;20;60;0;10000;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500000.0;0.0;0.0;0.0;0.0
BA;Wanderley;27/12/2021;BA-F-2933455-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;12485;0;0;0;200;300;0;800;35;15;1500000.0;5;0;50000.0;10;0;200000.0;0;0;0.0;0;0;0.0;8;12;4000000.0;;;;;;80000.0;25000.0;100000.0;40000.0;50000.0;0.0;0.0;30000.0;20000.0;10000.0;50000.0;200000.0;500000.0;0.0;0.0;50000.0
BA;Wenceslau Guimarães;27/12/2021;BA-F-2933505-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;22181;0;15;50;600;2000;0;8335;160;90;1.13E7;0;0;0.0;1;0;155000.0;5;0;530000.0;4;0;900000.0;35;13;6560000.0;MAIS DE 20%;DE 0% A 5%;MAIS DE 20%;;;70000.0;50000.0;20000.0;150000.0;0.0;0.0;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5000000.0;0.0
BA;Planalto;29/12/2021;BA-F-2925006-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;24497;0;0;0;90;100;0;6000;8;15;2720036.14;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;232;0;5053244.66;;;;MAIS DE 20%;;0.0;6450.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;374000.0;0.0;0.0;0.0;0.0
BA;Ituberá;27/12/2021;BA-F-2917300-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;26592;0;0;0;0;27;0;8000;1;1;50000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;2;0;33000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
