UF;Município;Registro;Protocolo;COBRADE;Status;População;DH_Mortos;DH_Feridos;DH_Enfermos;DH_Desabrigados;DH_Desalojados;DH_Desaparecidos;DH_Outros Afetados;DM_Unidades Habitacionais Danificadas;DM_Unidades Habitacionais Destruídas;DM_Unidades Habitacionais Valor;DM_Instalações públicas de saúde Danificadas;DM_Instalações públicas de saúde Destruídas;DM_Instalações públicas de saúde Valor;DM_Instalações públicas de ensino Danificadas;DM_Instalações públicas de ensino Destruídas;DM_Instalações públicas de ensino Valor;DM_Instalações públicas prestadoras de outros serviços Danificadas;DM_Instalações públicas prestadoras de outros serviços Destruídas;DM_Instalações públicas prestadoras de outros serviços Valor;DM_Instalações públicas de uso comunitário Danificadas;DM_Instalações públicas de uso comunitário Destruídas;DM_Instalações públicas de uso comunitário Valor;DM_Obras de infraestrutura pública Danificadas;DM_Obras de infraestrutura pública Destruídas;DM_Obras de infraestrutura pública Valor;DA_Poluição ou contaminação da água;DA_Poluição ou contaminação do ar;DA_Poluição ou contaminação do solo;DA_Diminuição ou exaurimento hídrico;DA_Incêndios em parques, APA's ou APP's;PEPL_Assistência médica, saúde pública e atendimento de emergências médicas (R$);PEPL_Abastecimento de água potável (R$);PEPL_Esgoto de águas pluviais e sistema de esgotos sanitários (R$);PEPL_Sistema de limpeza urbana e de recolhimento e destinação do lixo (R$);PEPL_Sistema de desinfestação/desinfecção do habitat/controle de pragas e vetores (R$);PEPL_Geração e distribuição de energia elétrica (R$);PEPL_Telecomunicações (R$);PEPL_Transportes locais, regionais e de longo curso (R$);PEPL_Distribuição de combustíveis, especialmente os de uso doméstico (R$);PEPL_Segurança pública (R$);PEPL_Ensino (R$);PEPR_Agricultura (R$);PEPR_Pecuária (R$);PEPR_Indústria (R$);PEPR_Comércio (R$);PEPR_Serviços (R$)
BA;Rafael Jambeiro;25/01/2022;BA-F-2925956-12300-20211229;12300 - Alagamentos;Registro;25555;0;0;0;55;945;0;0;0;2;300000.0;3;0;500000.0;4;0;350000.0;0;0;0.0;4;0;700000.0;30;0;1.0E7;;;;;;2000000.0;300000.0;250000.0;450000.0;150000.0;0.0;0.0;2000000.0;0.0;200000.0;450000.0;1000000.0;1300000.0;0.0;1200000.0;1500000.0
BA;Rafael Jambeiro;12/01/2022;BA-F-2925956-13214-20211229;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;25555;0;0;0;55;945;0;0;0;2;300000.0;3;0;500000.0;4;0;350000.0;0;0;0.0;4;0;700000.0;30;0;1.0E7;;;;;;1000000.0;150000.0;250000.0;450000.0;150000.0;0.0;0.0;1000000.0;0.0;200000.0;300000.0;1000000.0;1300000.0;0.0;1200000.0;1500000.0
BA;Matina;04/01/2022;BA-F-2921054-13214-20211229;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;11134;0;0;0;36;192;0;922;57;0;1425000.0;1;0;120000.0;1;0;800000.0;0;0;0.0;0;0;0.0;350;0;2800000.0;;;;;;240000.0;0.0;50000.0;30000.0;0.0;0.0;0.0;60000.0;0.0;800000.0;0.0;600000.0;20000.0;0.0;0.0;0.0
BA;Macaúbas;03/01/2022;BA-F-2919801-13214-20211228;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;47067;0;0;0;2;8;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;1;0;0.0;1;0;0.0;;;;;;18000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Brumado;04/01/2022;BA-F-2904605-13214-20211228;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;64550;0;0;0;16;4;0;0;4;12;952470.11;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;5;2;1166410.6;;;;DE 0% A 5%;;0.0;0.0;500000.0;350000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Dom Basílio;10/01/2022;BA-F-2910107-13214-20211228;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;11355;0;0;0;0;115;0;1743;0;30;240000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;2;183000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;851000.0
BA;Iramaia;28/12/2021;BA-F-2914307-13214-20211228;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;11988;0;10;0;60;50;0;6000;150;20;300000.0;0;0;0.0;1;0;30000.0;0;0;0.0;0;0;0.0;30;3;1268000.0;MAIS DE 20%;;;;;20000.0;0.0;20000.0;20000.0;0.0;0.0;0.0;25000.0;0.0;0.0;0.0;1800000.0;360000.0;0.0;0.0;0.0
BA;Tremedal;31/12/2021;BA-F-2931806-13214-20211228;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;17032;0;0;0;70;20;0;17000;40;12;170000.0;0;1;60000.0;1;0;40000.0;0;3;80000.0;0;0;0.0;0;0;0.0;DE 5% A 10%;;DE 10% A 20%;;;100000.0;45000.0;30000.0;15000.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;1500000.0;600000.0;0.0;0.0;0.0
BA;Ibipitanga;29/12/2021;BA-F-2912509-13214-20211228;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;14171;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Ibiassucê;30/12/2021;BA-F-2912004-12300-20211228;12300 - Alagamentos;Reconhecido;10077;0;0;0;0;0;0;4800;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;MAIS DE 20%;;0.0;120000.0;0.0;250000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3500000.0
BA;Carinhanha;28/12/2021;BA-F-2907103-13214-20211228;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;28378;0;0;0;18;25;0;4000;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;5;0;3510000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95200.0;0.0;0.0;0.0;2.37364E7;0.0;0.0;22700.0;0.0
BA;Caraíbas;07/01/2022;BA-F-2906899-13214-20211228;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;10225;0;0;0;0;0;0;585;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;14;32;500000.0;MAIS DE 20%;;DE 0% A 5%;;;0.0;0.0;130000.0;0.0;0.0;0.0;0.0;80000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Lagoa Real;29/12/2021;BA-F-2918753-13214-20211228;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;13934;0;0;0;35;45;0;1500;5;9;1160000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;50000.0;25000.0;0.0;0.0;0.0;43000.0;0.0;0.0;0.0;8000000.0;2000000.0;0.0;0.0;0.0
BA;Irajuba;28/12/2021;BA-F-2914208-13214-20211228;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;7002;0;0;0;0;10;0;0;1;3;93000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;4;0;653369.0;;;;;;0.0;0.0;0.0;9858.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Serra do Ramalho;10/02/2022;BA-F-2930154-12300-20211228;12300 - Alagamentos;Não reconhecido;31646;0;0;0;0;0;0;608;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;1981000.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;400000.0;0.0;0.0;0.0;50000.0;1000000.0;0.0;0.0;20000.0
BA;Buerarema;29/12/2021;BA-F-2904704-12300-20211227;12300 - Alagamentos;Reconhecido;18622;0;0;0;51;180;0;1009;5;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Paratinga;31/12/2021;BA-F-2923704-12300-20211227;12300 - Alagamentos;Reconhecido;29475;0;0;0;250;1100;0;0;250;0;6250000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Nova Itarana;27/12/2021;BA-F-2922805-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;7438;0;0;0;1400;972;0;800;23;150;1.2E7;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;21;16;1.1875E7;;;;MAIS DE 20%;;470000.0;1600000.0;875000.0;1500000.0;0.0;0.0;0.0;0.0;0.0;0.0;36528.7;1546200.0;0.0;0.0;2000000.0;0.0
BA;Manoel Vitorino;28/12/2021;BA-F-2920403-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;14390;0;0;0;30;70;0;0;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Marcionílio Souza;28/12/2021;BA-F-2920809-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;10508;0;0;0;125;0;0;0;36;0;900000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Ibirapitanga;28/12/2021;BA-F-2912707-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;22610;0;0;0;0;0;0;2100;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Ibirataia;28/12/2021;BA-F-2912905-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;18946;0;0;0;0;0;0;2000;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Ibitiara;28/12/2021;BA-F-2913002-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;15519;0;0;0;0;0;0;1400;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Igrapiúna;28/12/2021;BA-F-2913457-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;13347;0;0;0;0;0;0;1350;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Iguaí;27/12/2021;BA-F-2913507-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;25724;0;0;0;149;503;0;4016;134;15;7325000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;3;1;1650100.0;;;;;;35300.0;0.0;0.0;27000.0;0.0;0.0;0.0;7200.0;5755.2;0.0;3600.0;0.0;0.0;0.0;0.0;0.0
BA;Ilhéus;27/12/2021;BA-F-2913606-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;184231;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Ipiaú;28/12/2021;BA-F-2913903-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;44430;0;0;0;0;0;0;4500;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Itabuna;27/12/2021;BA-F-2914802-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;204710;2;37;36;137;11000;6;21000;7590;137;1.986005E7;0;2;352000.0;0;27;1300000.0;0;0;0.0;0;3;17000.0;0;0;1.623995853E7;DE 10% A 20%;;DE 5% A 10%;MAIS DE 20%;;240000.0;0.0;370000.0;1200000.0;0.0;0.0;0.0;56000.0;180000.0;167000.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Itaeté;28/12/2021;BA-F-2915007-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;14932;0;0;0;0;0;0;15000;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Itaju do Colônia;28/12/2021;BA-F-2915403-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;7278;0;0;0;30;70;0;0;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Itapé;28/12/2021;BA-F-2916203-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;10986;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Itapetinga;27/12/2021;BA-F-2916401-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;68314;0;0;0;300;1600;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Itapitanga;28/12/2021;BA-F-2916609-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;10207;0;31;215;30;1583;0;0;0;0;20000.0;0;0;50000.0;0;0;500000.0;0;0;50000.0;0;0;500000.0;0;0;3000000.0;MAIS DE 20%;;MAIS DE 20%;;;0.0;0.0;1000000.0;2500000.0;150000.0;0.0;0.0;30000.0;2000000.0;50000.0;500000.0;5000000.0;500000.0;0.0;8000000.0;500.0
BA;Itaquara;28/12/2021;BA-F-2916708-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;7678;0;0;0;30;70;0;0;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Itarantim;28/12/2021;BA-F-2916807-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;18548;0;0;0;30;70;0;0;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Itororó;28/12/2021;BA-F-2917102-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;19911;0;0;0;22;3190;0;10000;540;113;3.51355995E7;0;3;1050000.0;0;10;320000.0;0;4;1500000.0;1;1;2989577.04;0;6;800000.0;DE 10% A 20%;;DE 0% A 5%;;;650000.0;156000.0;100000.0;100000.0;30000.0;0.0;0.0;0.0;80000.0;10000.0;20000.0;0.0;0.0;0.0;0.0;0.0
BA;Jequié;28/12/2021;BA-F-2918001-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;151921;0;0;0;424;1216;0;14109;0;20;1800000.0;5;0;1750000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Jitaúna;28/12/2021;BA-F-2918308-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;14115;0;0;0;20;50;0;10000;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500000.0;0.0;0.0;0.0;0.0
BA;Jussari;28/12/2021;BA-F-2918555-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;6467;0;0;0;30;70;0;0;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Jussiape;28/12/2021;BA-F-2918605-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;7972;0;0;0;30;70;0;0;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Lafaiete Coutinho;28/12/2021;BA-F-2918704-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;3901;0;0;0;30;70;0;0;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Laje;27/12/2021;BA-F-2918803-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;22206;0;0;0;390;1152;0;4458;0;32;2400000.0;2;0;65000.0;10;0;1500000.0;0;0;0.0;0;0;0.0;8;0;2636200.4;;;;MAIS DE 20%;;20000.0;0.0;0.0;80000.0;0.0;0.0;0.0;0.0;0.0;0.0;30000.0;0.0;0.0;0.0;0.0;0.0
BA;Livramento de Nossa Senhora;28/12/2021;BA-F-2919504-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;42705;0;0;0;30;70;0;0;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Camacan;27/12/2021;BA-F-2905602-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;31468;0;0;0;5;105;0;0;1;1;60000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;6;0;150000.0;MAIS DE 20%;;;;;0.0;0.0;0.0;15000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;1000000.0;0.0;0.0;0.0
BA;Camamu;27/12/2021;BA-F-2905800-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;35160;0;0;0;0;0;0;5000;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;100000.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
BA;Canavieiras;27/12/2021;BA-F-2906303-13214-20211227;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;32331;0;0;0;0;0;0;3200;0;20;1800000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;;;;0.0;100000.0;100000.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;500000.0;0.0;0.0;0.0
